place_id,name,state,lga,lat,lon,use_for_reachability,anchor_source,anchor_status,anchor_lat,anchor_lon,road_snap_distance_m,road_snap_status,road_snap_highway,road_snap_road_name,input_lat,input_lon,gazetteer_type,gazetteer_lga,gazetteer_seen_types,area_sqkm,point_method,is_hub,place_type,loc_code,source,source_objectid,official_name_raw,graph_node,official_centre_lat,official_centre_lon,roadpoint_offset_m,graph_component_id,hub_component_candidate_count,all_component_candidate_count,mainland_filter_reason,gazetteer_ref_number,input_to_anchor_distance_m,road_snap_lat,road_snap_lon,road_snap_search_radius_m,road_snap_edge_u,road_snap_edge_v,road_snap_edge_key,road_snap_osmid,road_snap_edge_length_m,road_snap_used_avoided_road_type
qld_locality_4545,Victory Heights,QLD,Gympie Regional,-26.17120560,152.69207070,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.17120560,152.69207070,0.0,snapped_to_nearest_usable_road,,,-26.1712056,152.6920707,,,LOCB,5.117928,road_node_inside_locality_hub_component,0,locality_road_representative_point,4545,qld_admin_boundaries_locality_boundary,2701,Victory Heights,1922962,-26.1717499,152.6920738,67.5,0,55,55,,,0.0,-26.17120560,152.69207070,50.0,1922962,1922933,0,,42.9,false
qld_locality_3362,Villeneuve,QLD,Somerset Regional,-26.96152246,152.63137369,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-26.96167000,152.63167000,33.4,snapped_to_nearest_usable_road,,,-26.9489964,152.6261366,POPL,Somerset Regional,POPL;LOCB,6.568347,road_node_inside_locality_hub_component,0,locality_road_representative_point,3362,qld_admin_boundaries_locality_boundary,3302,Villeneuve,1889123,-26.9495845,152.6322003,679.0,0,15,15,,43021,1512.2,-26.96152246,152.63137369,50.0,1861122,1861119,0,,418.8,false
qld_locality_2834,Vincent,QLD,Townsville City,-19.28413812,146.76395979,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-19.28417000,146.76389000,8.1,snapped_to_nearest_usable_road,,,-19.2829588,146.7639395,SUB,Townsville City,PRSH;SUB,1.302373,road_node_inside_locality_hub_component,0,locality_road_representative_point,2834,qld_admin_boundaries_locality_boundary,3303,Vincent,1330156,-19.2832459,146.7641374,40.4,0,129,129,,44649,134.8,-19.28413812,146.76395979,50.0,1330152,1330150,0,,79.9,false
qld_locality_2835,Virginia,QLD,Brisbane City,-27.37575630,153.06387880,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.37611000,153.06361000,47.6,snapped_to_nearest_usable_road,,,-27.3764616,153.0625898,SUB,Brisbane City,PRSH;SUB,3.002555,road_node_inside_locality_hub_component,0,locality_road_representative_point,2835,qld_admin_boundaries_locality_boundary,3333,Virginia,3231016,-27.3768629,153.0635303,116.2,0,325,325,,43503,108.1,-27.37575630,153.06387880,50.0,3557532,3557534,0,,273.7,false
qld_locality_2839,Wacol,QLD,Brisbane City,-27.58344180,152.92078100,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.58306000,152.92056000,48.0,snapped_to_nearest_usable_road,,,-27.5878900,152.9170252,SUB,Brisbane City,SUB,18.226217,road_node_inside_locality_hub_component,0,locality_road_representative_point,2839,qld_admin_boundaries_locality_boundary,3334,Wacol,2552721,-27.5877690,152.9182419,136.3,0,999,1023,,43382,640.2,-27.58344180,152.92078100,50.0,2549836,2549813,0,,760.1,false
qld_locality_5808,Wagtail Grove,QLD,Moreton Bay City,-27.10616990,152.88465630,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.10616990,152.88465630,0.0,snapped_to_nearest_usable_road,,,-27.1061699,152.8846563,,,LOCB,3.065203,road_node_inside_locality_hub_component,0,locality_road_representative_point,5808,qld_admin_boundaries_locality_boundary,3335,Wagtail Grove,2164651,-27.1015974,152.8793335,823.4,0,3,3,,,0.0,-27.10616990,152.88465630,50.0,2164651,2164642,0,,425.7,false
qld_locality_2842,Wainui,QLD,Toowoomba Regional,-27.32497750,151.45513350,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.32497750,151.45513350,0.0,snapped_to_nearest_usable_road,,,-27.3249775,151.4551335,,,LOCB,10.014102,road_node_inside_locality_hub_component,0,locality_road_representative_point,2842,qld_admin_boundaries_locality_boundary,3346,Wainui,1620098,-27.3265152,151.4539304,234.7,0,4,4,,,0.0,-27.32497750,151.45513350,50.0,1620098,1620092,0,,278.7,false
qld_locality_2843,Wakerley,QLD,Brisbane City,-27.48137324,153.15922729,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.48167000,153.15917000,33.8,snapped_to_nearest_usable_road,,,-27.4839096,153.1551705,SUB,Brisbane City,SUB,4.941704,road_node_inside_locality_hub_component,0,locality_road_representative_point,2843,qld_admin_boundaries_locality_boundary,3348,Wakerley,3480898,-27.4842305,153.1554017,47.8,0,528,528,,50484,466.6,-27.48137324,153.15922729,50.0,3484809,3484847,0,,372.1,false
qld_locality_2844,Walkamin,QLD,Tablelands Regional,-17.12912938,145.42706197,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-17.12917000,145.42694000,13.8,snapped_to_nearest_usable_road,,,-17.1410827,145.4085071,POPL,Tablelands Regional,POPL;LOCB,44.741247,road_node_inside_locality_hub_component,0,locality_road_representative_point,2844,qld_admin_boundaries_locality_boundary,3350,Walkamin,205335,-17.1411304,145.4158933,822.3,0,85,85,,36205,2364.5,-17.12912938,145.42706197,50.0,207591,207579,0,,123.2,false
qld_locality_2845,Walkers Point,QLD,Fraser Coast Regional,-25.16959682,152.59126053,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_only_review_lga,-25.17000000,152.59139000,47.0,snapped_to_nearest_usable_road,,,-25.5055207,152.7418853,POPL,Bundaberg Regional,POPL;PT;LOCB,14.197122,road_node_inside_locality_hub_component,0,locality_road_representative_point,2845,qld_admin_boundaries_locality_boundary,2815,Walkers Point,2016256,-25.5039590,152.7443374,334.1,0,27,27,,36242,40257.4,-25.16959682,152.59126053,50.0,1732730,429138,0,,110.8,false
qld_locality_2846,Walkerston,QLD,Mackay Regional,-21.16086163,149.05916452,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-21.16083000,149.05917000,3.6,snapped_to_nearest_usable_road,,,-21.1586664,149.0634964,POPL,Mackay Regional,POPL;LOCB,13.878223,road_node_inside_locality_hub_component,0,locality_road_representative_point,2846,qld_admin_boundaries_locality_boundary,2816,Walkerston,1436643,-21.1584925,149.0631284,45.9,0,208,208,,44221,509.1,-21.16086163,149.05916452,50.0,1375551,1374283,0,,189.9,false
qld_locality_2847,Walkervale,QLD,Bundaberg Regional,-24.88306881,152.35802558,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-24.88306000,152.35806000,3.6,snapped_to_nearest_usable_road,,,-24.8827745,152.3589744,SUB,Bundaberg Regional,SUB,1.72239,road_node_inside_locality_hub_component,0,locality_road_representative_point,2847,qld_admin_boundaries_locality_boundary,2817,Walkervale,957261,-24.8825910,152.3587338,35.0,0,155,155,,44804,97.5,-24.88306881,152.35802558,50.0,957254,957253,0,,121.4,false
qld_locality_4092,Wallaces Creek,QLD,Scenic Rim Regional,-28.07176950,152.65374340,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-28.07176950,152.65374340,0.0,snapped_to_nearest_usable_road,,,-28.0717695,152.6537434,,,LOCB,12.104671,road_node_inside_locality_hub_component,0,locality_road_representative_point,4092,qld_admin_boundaries_locality_boundary,2818,Wallaces Creek,2600754,-28.0656342,152.6521326,794.5,0,3,3,,,0.0,-28.07176950,152.65374340,50.0,2600754,2595806,0,,1652.1,false
qld_locality_2855,Wallangarra,QLD,Southern Downs Regional,-28.91948464,151.93252108,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-28.91944000,151.93250000,5.4,snapped_to_nearest_usable_road,,,-28.8949912,151.9134752,POPL,Southern Downs Regional,POPL;LOCB,36.873419,road_node_inside_locality_hub_component,0,locality_road_representative_point,2855,qld_admin_boundaries_locality_boundary,2552,Wallangarra,2323278,-28.8982492,151.9127004,423.1,0,167,167,,36315,3289.4,-28.91948464,151.93252108,50.0,2605848,2605729,0,,281.6,false
qld_locality_2856,Wallaville,QLD,Bundaberg Regional,-25.07304626,151.99572536,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-25.07306000,151.99583000,10.5,snapped_to_nearest_usable_road,,,-25.0853296,151.9375544,POPL,Bundaberg Regional,POPL;LOCB,64.893116,road_node_inside_locality_hub_component,0,locality_road_representative_point,2856,qld_admin_boundaries_locality_boundary,2555,Wallaville,1087683,-25.0867723,151.9560853,2070.5,0,37,37,,36330,6025.5,-25.07304626,151.99572536,50.0,1732376,1745142,0,,414.7,false
qld_locality_4220,Walligan,QLD,Fraser Coast Regional,-25.33127120,152.77017550,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-25.33127120,152.77017550,0.0,snapped_to_nearest_usable_road,,,-25.3312712,152.7701755,,,LOCB,24.111843999999998,road_node_inside_locality_hub_component,0,locality_road_representative_point,4220,qld_admin_boundaries_locality_boundary,2623,Walligan,590876,-25.3372540,152.7656005,895.7,0,30,30,,,0.0,-25.33127120,152.77017550,50.0,590882,590876,0,,1010.5,false
qld_locality_3626,Walloon,QLD,Ipswich City,-27.60570461,152.66469329,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.60556000,152.66472000,16.4,snapped_to_nearest_usable_road,,,-27.6055377,152.6653377,POPL,Ipswich City,POPL;LOCB,18.87619,road_node_inside_locality_hub_component,0,locality_road_representative_point,3626,qld_admin_boundaries_locality_boundary,2624,Walloon,2449329,-27.6054781,152.6655012,19.7,0,208,208,,36349,60.9,-27.60570461,152.66469329,50.0,2449274,2446895,0,,106.4,false
qld_locality_4546,Wallu,QLD,Gympie Regional,-25.94810120,152.90322480,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-25.94810120,152.90322480,0.0,snapped_to_nearest_usable_road,,,-25.9481012,152.9032248,,,LOCB,1.9543849999999998,road_node_inside_locality_hub_component,0,locality_road_representative_point,4546,qld_admin_boundaries_locality_boundary,2688,Wallu,2010176,-25.9503125,152.9043108,299.3,0,11,11,,,0.0,-25.94810120,152.90322480,50.0,2010176,2010175,0,,770.9,false
qld_locality_2857,Wallumbilla,QLD,Maranoa Regional,-26.58660364,149.18633767,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-26.58694000,149.18639000,38.1,snapped_to_nearest_usable_road,,,-26.5904632,149.1851845,POPL,Maranoa Regional,POPL;PRSH;LOCB,93.94760799999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,2857,qld_admin_boundaries_locality_boundary,2715,Wallumbilla,1139093,-26.5933906,149.1845588,371.0,0,65,65,,36362,409.7,-26.58660364,149.18633767,50.0,1162536,1162533,0,,98.1,false
qld_locality_4908,Walmul,QLD,Rockhampton Regional,-23.71956890,150.37176670,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-23.71956890,150.37176670,0.0,snapped_to_nearest_usable_road,,,-23.7195689,150.3717667,,,LOCB,11.145050999999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,4908,qld_admin_boundaries_locality_boundary,2716,Walmul,1240890,-23.7189910,150.3640886,857.6,0,2,2,,,0.0,-23.71956890,150.37176670,50.0,1240890,1532875,0,,7384.9,false
qld_locality_4840,Walter Lever Estate,QLD,Cassowary Coast Regional,-17.73073150,145.97169660,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-17.73073150,145.97169660,0.0,snapped_to_nearest_usable_road,,,-17.7307315,145.9716966,,,LOCB,12.878957999999999,road_node_inside_locality_hub_component,0,locality_road_representative_point,4840,qld_admin_boundaries_locality_boundary,2718,Walter Lever Estate,264536,-17.7225567,145.9737345,981.9,0,5,5,,,0.0,-17.73073150,145.97169660,50.0,264519,264536,0,,1193.5,false
qld_locality_4919,Walterhall,QLD,Rockhampton Regional,-23.62722790,150.38416920,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-23.62722790,150.38416920,0.0,snapped_to_nearest_usable_road,,,-23.6272279,150.3841692,,,LOCB,0.581029,road_node_inside_locality_hub_component,0,locality_road_representative_point,4919,qld_admin_boundaries_locality_boundary,2740,Walterhall,1058679,-23.6274273,150.3837740,50.2,0,21,21,,,0.0,-23.62722790,150.38416920,50.0,1058679,1058656,0,,400.3,false
qld_locality_2861,Wamuran,QLD,Moreton Bay City,-27.04005114,152.86135400,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.04028000,152.86139000,25.9,snapped_to_nearest_usable_road,,,-27.0298185,152.8683927,POPL,Moreton Bay City,POPL;LOCB,68.105758,road_node_inside_locality_hub_component,0,locality_road_representative_point,2861,qld_admin_boundaries_locality_boundary,2742,Wamuran,1981348,-27.0261996,152.8706645,518.2,0,247,247,,36412,1354.3,-27.04005114,152.86135400,50.0,1980579,1980582,0,,176.2,false
qld_locality_2862,Wamuran Basin,QLD,Moreton Bay City,-27.04698460,152.82662300,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.04698460,152.82662300,0.0,snapped_to_nearest_usable_road,,,-27.0469846,152.8266230,,,LOCB,10.619715,road_node_inside_locality_hub_component,0,locality_road_representative_point,2862,qld_admin_boundaries_locality_boundary,2741,Wamuran Basin,1977938,-27.0486261,152.8238464,371.0,0,17,17,,,0.0,-27.04698460,152.82662300,50.0,1977938,1977976,0,,1054.7,false
qld_locality_3914,Wandal,QLD,Rockhampton Regional,-23.37107556,150.49389557,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-23.37111000,150.49389000,3.9,snapped_to_nearest_usable_road,,,-23.3691592,150.4969002,SUB,Rockhampton Regional,SUB,3.1998450000000003,road_node_inside_locality_hub_component,0,locality_road_representative_point,3914,qld_admin_boundaries_locality_boundary,2800,Wandal,1385748,-23.3692263,150.4970738,21.0,0,340,344,,52185,376.1,-23.37107556,150.49389557,50.0,1385031,1385026,0,,153.7,false
qld_locality_2863,Wandoan,QLD,Western Downs Regional,-26.12038312,149.96324742,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-26.12056000,149.96306000,27.1,snapped_to_nearest_usable_road,,,-26.1290547,149.9012559,POPL,Western Downs Regional,POPL;PRSH;LOCB,731.062365,road_node_inside_locality_hub_component,0,locality_road_representative_point,2863,qld_admin_boundaries_locality_boundary,2801,Wandoan,863449,-26.1341284,149.9023517,640.8,0,210,210,,36427,6242.1,-26.12038312,149.96324742,50.0,1174924,1174925,0,,119.4,false
qld_locality_2867,Wangan,QLD,Cassowary Coast Regional,-17.57390306,146.01040070,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-17.57389000,146.01028000,12.9,snapped_to_nearest_usable_road,,,-17.5745353,146.0063117,POPL,Cassowary Coast Regional,POPL;LOCB,3.336754,road_node_inside_locality_hub_component,0,locality_road_representative_point,2867,qld_admin_boundaries_locality_boundary,2820,Wangan,269776,-17.5745151,146.0057498,62.6,0,42,42,,36449,426.7,-17.57390306,146.01040070,50.0,1283568,1283514,0,,235.1,false
qld_locality_2868,Wangetti,QLD,Douglas Shire,-16.65859250,145.56699462,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-16.65833000,145.56694000,29.5,snapped_to_nearest_usable_road,,,-16.6630693,145.5645273,POPL,Douglas Shire,POPL;LOCB,71.733737,road_node_inside_locality_hub_component,0,locality_road_representative_point,2868,qld_admin_boundaries_locality_boundary,2861,Wangetti,202459,-16.6605225,145.5601056,574.3,0,20,20,,36456,586.3,-16.65859250,145.56699462,50.0,202849,202856,0,,105.6,false
qld_locality_4445,Wanora,QLD,Somerset Regional,-27.51587020,152.67141810,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.51587020,152.67141810,0.0,snapped_to_nearest_usable_road,,,-27.5158702,152.6714181,,,LOCB,13.693278000000001,road_node_inside_locality_hub_component,0,locality_road_representative_point,4445,qld_admin_boundaries_locality_boundary,2863,Wanora,2392210,-27.5160353,152.6728997,166.2,0,75,75,,,0.0,-27.51587020,152.67141810,50.0,2392281,2392210,0,,1634.6,false
qld_locality_5811,Waraba,QLD,Moreton Bay City,-27.09351410,152.88300900,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.09351410,152.88300900,0.0,snapped_to_nearest_usable_road,,,-27.0935141,152.8830090,,,LOCB,2.264129,road_node_inside_locality_hub_component,0,locality_road_representative_point,5811,qld_admin_boundaries_locality_boundary,2864,Waraba,2164764,-27.0883606,152.8801837,717.0,0,3,3,,,0.0,-27.09351410,152.88300900,50.0,2164772,2164764,0,,295.3,false
qld_locality_2872,Warana,QLD,Sunshine Coast Regional,-26.71988705,153.13139643,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-26.72000000,153.13139000,12.7,snapped_to_nearest_usable_road,,,-26.7199196,153.1315553,SUB,Sunshine Coast Regional,SUB,2.86852,road_node_inside_locality_hub_component,0,locality_road_representative_point,2872,qld_admin_boundaries_locality_boundary,2865,Warana,3393291,-26.7199363,153.1312642,32.5,0,304,304,,48922,18.7,-26.71988705,153.13139643,50.0,3393291,3393309,0,,116.9,false
qld_locality_2877,Warner,QLD,Moreton Bay City,-27.31306655,152.94976799,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.31306000,152.94972000,4.7,snapped_to_nearest_usable_road,,,-27.3120871,152.9505551,SUB,Moreton Bay City,CNTY;PRSH;SUB,10.812959000000001,road_node_inside_locality_hub_component,0,locality_road_representative_point,2877,qld_admin_boundaries_locality_boundary,2625,Warner,3241725,-27.3129604,152.9507446,111.4,0,798,798,,52297,136.1,-27.31306655,152.94976799,50.0,2083042,2083103,0,,437.9,false
qld_locality_2881,Warra,QLD,Western Downs Regional,-26.93013449,150.92015267,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-26.93000000,150.92028000,19.6,snapped_to_nearest_usable_road,,,-26.9304152,150.9433453,POPL,Western Downs Regional,POPL;LOCB,197.155737,road_node_inside_locality_hub_component,0,locality_road_representative_point,2881,qld_admin_boundaries_locality_boundary,2628,Warra,1149851,-26.9258138,150.9467588,688.8,0,70,70,,36561,2287.1,-26.93013449,150.92015267,50.0,1142022,1142007,0,,128.9,false
qld_locality_4674,Warrill View,QLD,Scenic Rim Regional,-27.82267362,152.61627936,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.82250000,152.61500000,126.0,snapped_to_nearest_usable_road,,,-27.8258906,152.6039037,POPL,Scenic Rim Regional,LOCB;POPL,33.184945,road_node_inside_locality_hub_component,0,locality_road_representative_point,4674,qld_admin_boundaries_locality_boundary,2663,Warrill View,2408325,-27.8308256,152.6020528,654.5,0,26,26,,48197,1154.5,-27.82267362,152.61627936,200.0,2568737,2568688,0,,349.3,false
qld_locality_2886,Warwick,QLD,Southern Downs Regional,-28.21527302,152.03522821,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-28.21528000,152.03528000,5.1,snapped_to_nearest_usable_road,,,-28.2170680,152.0240380,POPL,Southern Downs Regional,POPL;PRSH;LOCB,25.92994,road_node_inside_locality_hub_component,0,locality_road_representative_point,2886,qld_admin_boundaries_locality_boundary,2666,Warwick,2262997,-28.2166331,152.0245936,82.7,0,2772,2772,,36641,1119.3,-28.21527302,152.03522821,50.0,2379526,2379709,0,,150.0,false
qld_locality_2890,Waterford,QLD,Logan City,-27.70974176,153.14714027,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.71083000,153.14694000,123.6,snapped_to_nearest_usable_road,,,-27.7074437,153.1321318,SUB,Logan City,POPL;SUB,6.7903150000000005,road_node_inside_locality_hub_component,0,locality_road_representative_point,2890,qld_admin_boundaries_locality_boundary,2776,Waterford,3050481,-27.7054331,153.1315162,261.9,0,495,495,,48114,1505.6,-27.70974176,153.14714027,200.0,3050439,3050454,0,,336.8,false
qld_locality_2892,Waterford West,QLD,Logan City,-27.69143003,153.12809632,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.69139000,153.12806000,5.7,snapped_to_nearest_usable_road,,,-27.6926313,153.1294823,SUB,Logan City,SUB,5.288728000000001,road_node_inside_locality_hub_component,0,locality_road_representative_point,2892,qld_admin_boundaries_locality_boundary,2775,Waterford West,3148264,-27.6928852,153.1291837,46.1,0,583,583,,45295,196.6,-27.69143003,153.12809632,50.0,3148356,3148358,0,,27.8,false
qld_locality_4330,Wattle Camp,QLD,South Burnett Regional,-26.46643180,151.96805250,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.46643180,151.96805250,0.0,snapped_to_nearest_usable_road,,,-26.4664318,151.9680525,,,LOCB,73.530186,road_node_inside_locality_hub_component,0,locality_road_representative_point,4330,qld_admin_boundaries_locality_boundary,2523,Wattle Camp,1783686,-26.4654672,151.9615727,731.2,0,24,24,,,0.0,-26.46643180,151.96805250,50.0,1783686,1783649,0,,353.6,false
qld_locality_2896,Wattle Grove,QLD,South Burnett Regional,-26.56662780,151.67646990,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-26.56662780,151.67646990,0.0,snapped_to_nearest_usable_road,,,-26.5666278,151.6764699,,,LOCB,69.305285,road_node_inside_locality_hub_component,0,locality_road_representative_point,2896,qld_admin_boundaries_locality_boundary,2524,Wattle Grove,1798871,-26.5660432,151.6698606,739.3,0,9,9,,,0.0,-26.56662780,151.67646990,50.0,1798867,1798871,0,,831.2,false
qld_locality_5042,Wattlebank,QLD,Livingstone Shire,-23.12222660,150.48229020,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-23.12222660,150.48229020,0.0,snapped_to_nearest_usable_road,,,-23.1222266,150.4822902,,,LOCB,31.056175,road_node_inside_locality_hub_component,0,locality_road_representative_point,5042,qld_admin_boundaries_locality_boundary,2631,Wattlebank,1076609,-23.1195699,150.4746685,907.3,0,9,9,,,0.0,-23.12222660,150.48229020,50.0,1028185,1076609,0,,731.9,false
qld_locality_5695,Waugh Pocket,QLD,Cairns Regional,-17.45290490,145.94414370,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-17.45290490,145.94414370,0.0,snapped_to_nearest_usable_road,,,-17.4529049,145.9441437,,,LOCB,9.839774,road_node_inside_locality_hub_component,0,locality_road_representative_point,5695,qld_admin_boundaries_locality_boundary,2633,Waugh Pocket,266221,-17.4551948,145.9453019,296.7,0,7,7,,,0.0,-17.45290490,145.94414370,50.0,266221,266293,0,,871.6,false
qld_locality_2898,Wavell Heights,QLD,Brisbane City,-27.39314805,153.04686844,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-27.39278000,153.04694000,41.9,snapped_to_nearest_usable_road,,,-27.3940593,153.0474077,SUB,Brisbane City,SUB,4.061688,road_node_inside_locality_hub_component,0,locality_road_representative_point,2898,qld_admin_boundaries_locality_boundary,2634,Wavell Heights,3555136,-27.3939028,153.0473196,21.9,0,341,341,,50582,149.6,-27.39314805,153.04686844,50.0,3555105,3555113,0,,246.9,false
qld_locality_4843,Webb,QLD,Cassowary Coast Regional,-17.52998330,146.05016490,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-17.52998330,146.05016490,0.0,snapped_to_nearest_usable_road,,,-17.5299833,146.0501649,,,LOCB,3.141334,road_node_inside_locality_hub_component,0,locality_road_representative_point,4843,qld_admin_boundaries_locality_boundary,2668,Webb,1287432,-17.5303101,146.0501903,38.3,0,22,22,,,0.0,-17.52998330,146.05016490,50.0,1287432,1287409,0,,262.2,false
qld_locality_4951,Weipa Airport,QLD,Weipa Town,-12.68038110,141.92414550,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-12.68038110,141.92414550,0.0,snapped_to_nearest_usable_road,,,-12.6803811,141.9241455,,,LOCB,1.178658,road_node_inside_locality_hub_component,0,locality_road_representative_point,4951,qld_admin_boundaries_locality_boundary,2594,Weipa Airport,312281,-12.6785969,141.9237042,209.4,0,7,7,,,0.0,-12.68038110,141.92414550,50.0,312280,312281,0,,75.2,false
qld_locality_4367,Welcome Creek,QLD,Bundaberg Regional,-24.76806830,152.25424420,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-24.76806830,152.25424420,0.0,snapped_to_nearest_usable_road,,,-24.7680683,152.2542442,,,STRM;LOCB,46.641174,road_node_inside_locality_hub_component,0,locality_road_representative_point,4367,qld_admin_boundaries_locality_boundary,3304,Welcome Creek,937319,-24.7701076,152.2588854,574.0,0,30,30,,,0.0,-24.76806830,152.25424420,50.0,937319,937306,0,,988.0,false
qld_locality_2907,Wellcamp,QLD,Toowoomba Regional,-27.55238890,151.82717370,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.55238890,151.82717370,0.0,snapped_to_nearest_usable_road,,,-27.5523889,151.8271737,,,LOCB,48.801851,road_node_inside_locality_hub_component,0,locality_road_representative_point,2907,qld_admin_boundaries_locality_boundary,3305,Wellcamp,2351529,-27.5513770,151.8220230,587.3,0,392,410,,,0.0,-27.55238890,151.82717370,50.0,2351529,2342877,0,,7675.5,false
qld_locality_2908,Wellington Point,QLD,Redland City,-27.48521010,153.23984900,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.48521010,153.23984900,0.0,snapped_to_nearest_usable_road,,,-27.4852101,153.2398490,,,PT;LOCB,12.654403,road_node_inside_locality_hub_component,0,locality_road_representative_point,2908,qld_admin_boundaries_locality_boundary,3308,Wellington Point,3459597,-27.4843591,153.2410336,169.7,0,867,867,,,0.0,-27.48521010,153.23984900,50.0,3459585,3459597,0,,351.7,false
qld_locality_2916,West End,QLD,Brisbane City,-27.48226520,153.00619360,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-27.48226520,153.00619360,0.0,snapped_to_nearest_usable_road,,,-27.4822652,153.0061936,,,,2.34411,road_node_inside_locality_hub_component,0,locality_road_representative_point,2916,qld_admin_boundaries_locality_boundary,3314,West End,3508837,-27.4824694,153.0058998,41.5,0,552,556,,,0.0,-27.48226520,153.00619360,50.0,3508826,3508837,0,,85.4,false
qld_locality_2917,West End,QLD,Townsville City,-19.26354050,146.79271470,true,existing_small_locality_road_anchor,existing_small_locality_road_anchor_accepted,-19.26354050,146.79271470,0.0,snapped_to_nearest_usable_road,,,-19.2635405,146.7927147,,,,3.096094,road_node_inside_locality_hub_component,0,locality_road_representative_point,2917,qld_admin_boundaries_locality_boundary,3336,West End,1327984,-19.2636588,146.7923207,46.0,0,278,278,,,0.0,-19.26354050,146.79271470,50.0,1327983,1327984,0,,318.6,false
qld_locality_2918,West Gladstone,QLD,Gladstone Regional,-23.85850442,151.24626772,true,qld_gazetteer_settlement_point,gazetteer_settlement_exact_name_exact_lga,-23.85833000,151.24611000,25.2,snapped_to_nearest_usable_road,,,-23.8578680,151.2481949,SUB,Gladstone Regional,SUB,7.1168,road_node_inside_locality_hub_component,0,locality_road_representative_point,2918,qld_admin_boundaries_locality_boundary,3337,West Gladstone,1482713,-23.8582526,151.2481466,47.1,0,446,448,,49337,218.2,-23.85850442,151.24626772,50.0,915041,915059,0,,849.4,false
